Marea,Planta,Embarcacion,Bodega,% Llenado,# Calas,TDC-Desc,TVN,año,temporada_año
131522,CHIMBOTE,TASA 315,Tradicional,97.0,3,12.57,23.45,2018,2018-II
131523,MALABRIGO,TASA 53,Frio,59.0,2,10.58,16.95,2018,2018-II
131526,CALLAO,TASA 415,Estanca,46.0,3,12.5,16.48,2018,2018-II
131527,PISCO SUR,TASA 45,Frio,9.0,1,9.38,19.03,2018,2018-II
131528,CHIMBOTE,TASA 218,Estanca,94.0,3,16.57,25.34,2018,2018-II
131530,SUPE,TASA 36,Estanca,28.0,2,14.12,26.4,2018,2018-II
131531,VEGUETA,TASA 21,Estanca,6.0,1,14.07,26.53,2018,2018-II
131534,SAMANCO,TASA 59,Frio,63.0,2,15.25,17.23,2018,2018-II
131535,CALLAO,TASA 411,Tradicional,26.0,3,17.7,23.28,2018,2018-II
131536,PISCO SUR,TASA 414,Estanca,7.0,1,10.17,26.14,2018,2018-II
131537,VEGUETA,TASA 32,Tradicional,10.0,1,15.08,28.53,2018,2018-II
131538,PISCO NORTE,TASA 416,Tradicional,6.0,1,9.92,23.76,2018,2018-II
131539,PISCO NORTE,TASA 418,Tradicional,22.0,1,10.4,24.89,2018,2018-II
131540,CHIMBOTE,TASA 42,Frio,47.0,2,12.82,15.56,2018,2018-II
131541,CHIMBOTE,TASA 22,Estanca,61.0,3,15.55,24.37,2018,2018-II
131543,PISCO NORTE,TASA 44,Frio,73.0,4,18.0,17.61,2018,2018-II
131544,MALABRIGO,TASA 54,Frio,56.0,4,8.17,15.05,2018,2018-II
131568,CALLAO,TASA 420,Tradicional,31.0,2,16.07,17.16,2018,2018-II
131569,SUPE,TASA 314,Tradicional,11.0,2,17.12,19.9,2018,2018-II
131598,CHIMBOTE,TASA 31,Tradicional,77.0,1,11.9,18.38,2018,2018-II
131600,CALLAO,TASA 416,Tradicional,19.0,3,13.57,16.55,2018,2018-II
131601,CALLAO,TASA 310,Tradicional,38.0,3,15.75,14.62,2018,2018-II
131603,CHIMBOTE,TASA 38,Tradicional,85.0,2,8.2,18.55,2018,2018-II
131604,MALABRIGO,TASA 424,Tradicional,80.0,3,24.8,31.91,2018,2018-II
131606,CALLAO,TASA 417,Tradicional,21.0,4,11.75,16.0,2018,2018-II
131608,CALLAO,TASA 414,Estanca,47.0,3,14.12,16.74,2018,2018-II
131609,CALLAO,TASA 45,Frio,73.0,3,11.48,14.83,2018,2018-II
131610,CALLAO,TASA 412,Tradicional,25.0,2,12.23,17.66,2018,2018-II
131611,MALABRIGO,TASA 315,Tradicional,75.0,4,24.67,31.91,2018,2018-II
131612,CALLAO,TASA 413,Tradicional,48.0,2,15.25,14.72,2018,2018-II
131613,SUPE,TASA 42,Frio,74.0,3,18.97,10.25,2018,2018-II
131614,VEGUETA,TASA 52,Frio,72.0,4,21.0,19.06,2018,2018-II
131615,CHIMBOTE,TASA 35,Estanca,70.0,2,11.3,22.71,2018,2018-II
131617,CALLAO,TASA 61,Frio,32.0,3,12.62,16.27,2018,2018-II
131619,MALABRIGO,TASA 58,Frio,75.0,6,15.8,16.91,2018,2018-II
131620,CHIMBOTE,TASA 36,Estanca,88.0,1,18.37,31.74,2018,2018-II
131621,PISCO NORTE,TASA 425,Frio,43.0,3,14.35,23.01,2018,2018-II
131622,SUPE,TASA 21,Estanca,15.0,2,12.23,21.25,2018,2018-II
131623,VEGUETA,TASA 427,Frio,71.0,5,22.98,19.1,2018,2018-II
131624,VEGUETA,TASA 32,Tradicional,10.0,1,6.37,15.7,2018,2018-II
131627,SUPE,TASA 37,Estanca,75.0,1,22.05,37.07,2018,2018-II
131629,VEGUETA,TASA 210,Tradicional,50.0,2,9.57,14.88,2018,2018-II
131631,SUPE,TASA 220,Tradicional,55.0,1,6.0,17.75,2018,2018-II
131632,MALABRIGO,TASA 51,Frio,68.0,4,12.63,15.53,2018,2018-II
131633,SUPE,TASA 56,Frio,70.0,5,27.7,19.7,2018,2018-II
131634,SUPE,TASA 419,Frio,60.0,5,26.57,22.7,2018,2018-II
131635,SUPE,TASA 59,Frio,70.0,4,20.42,12.78,2018,2018-II
131654,VEGUETA,TASA 41,Frio,76.0,3,29.07,16.76,2018,2018-II
131655,VEGUETA,TASA 111,Tradicional,82.0,3,10.37,16.35,2018,2018-II
131662,VEGUETA,TASA 71,Frio,66.0,4,35.55,18.13,2018,2018-II
131679,PISCO SUR,TASA 417,Tradicional,81.0,4,16.02,23.1,2018,2018-II
131680,PISCO NORTE,TASA 416,Tradicional,93.0,3,14.35,21.17,2018,2018-II
131681,PISCO SUR,TASA 415,Estanca,42.0,3,22.15,29.64,2018,2018-II
131682,CALLAO,TASA 414,Estanca,91.0,2,11.38,14.46,2018,2018-II
131683,CALLAO,TASA 32,Tradicional,85.0,3,13.47,20.56,2018,2018-II
131686,CHIMBOTE,TASA 220,Tradicional,82.0,2,12.02,24.91,2018,2018-II
131687,CALLAO,TASA 34,Estanca,91.0,2,14.17,17.14,2018,2018-II
131688,PISCO NORTE,TASA 420,Tradicional,86.0,2,11.38,24.22,2018,2018-II
131689,PISCO NORTE,TASA 45,Frio,84.0,3,19.53,19.33,2018,2018-II
131690,PISCO SUR,TASA 412,Tradicional,43.0,2,11.28,18.38,2018,2018-II
131691,PISCO SUR,TASA 61,Frio,54.0,5,22.48,26.74,2018,2018-II
131694,SUPE,TASA 38,Tradicional,76.0,1,20.05,32.84,2018,2018-II
131695,CALLAO,TASA 310,Tradicional,76.0,2,12.22,17.75,2018,2018-II
131698,CHIMBOTE,TASA 31,Tradicional,79.0,1,9.08,20.41,2018,2018-II
131699,PISCO SUR,TASA 413,Tradicional,77.0,2,14.5,19.46,2018,2018-II
131707,VEGUETA,TASA 210,Tradicional,55.0,2,11.83,15.36,2018,2018-II
131710,PISCO NORTE,TASA 411,Tradicional,40.0,2,9.02,27.07,2018,2018-II
131711,CALLAO,TASA 21,Estanca,93.0,3,15.7,17.31,2018,2018-II
131712,PISCO SUR,TASA 44,Frio,78.0,2,10.52,20.4,2018,2018-II
131713,PISCO SUR,TASA 425,Frio,42.0,3,13.53,20.15,2018,2018-II
131714,PISCO SUR,TASA 418,Tradicional,85.0,1,14.78,27.01,2018,2018-II
131716,VEGUETA,TASA 42,Frio,79.0,4,22.42,19.0,2018,2018-II
131717,SUPE,TASA 314,Tradicional,59.0,4,11.67,17.08,2018,2018-II
131718,VEGUETA,TASA 52,Frio,38.0,5,12.45,14.56,2018,2018-II
131719,PISCO NORTE,TASA 43,Frio,71.0,2,11.88,24.72,2018,2018-II
131723,MALABRIGO,TASA 54,Frio,57.0,3,9.65,17.49,2018,2018-II
133854,MALABRIGO,TASA 54,Frio,42.0,7,27.85,15.06,2018,2018-II
134005,CALLAO,TASA 59,Frio,76.0,5,28.45,23.64,2018,2018-II
134027,CALLAO,TASA 38,Tradicional,87.0,1,12.92,26.36,2018,2018-II
134045,CALLAO,TASA 36,Estanca,90.0,1,11.88,22.77,2018,2018-II
134046,MALABRIGO,TASA 57,Frio,18.0,1,18.03,23.36,2018,2018-II
134050,CALLAO,TASA 35,Estanca,66.0,3,17.75,22.02,2018,2018-II
134071,MALABRIGO,TASA 56,Frio,40.0,6,40.48,21.02,2018,2018-II
134083,MALABRIGO,TASA 61,Frio,52.0,6,29.48,24.8,2018,2018-II
134089,SUPE,TASA 17,Tradicional,50.0,2,12.9,17.43,2018,2018-II
134090,CALLAO,TASA 411,Tradicional,41.0,3,16.13,28.92,2018,2018-II
134091,CALLAO,TASA 44,Frio,73.0,2,13.13,20.17,2018,2018-II
134092,CALLAO,TASA 310,Tradicional,67.0,1,14.35,29.84,2018,2018-II
134093,CALLAO,TASA 23,Estanca,73.0,2,16.87,30.27,2018,2018-II
134102,CALLAO,TASA 315,Tradicional,51.0,2,18.1,33.71,2018,2018-II
134103,SAMANCO,TASA 415,Estanca,66.0,2,15.32,22.62,2018,2018-II
134108,SUPE,TASA 218,Estanca,92.0,1,9.92,15.26,2018,2018-II
134111,SUPE,TASA 425,Frio,69.0,3,14.63,17.48,2018,2018-II
134113,PISCO NORTE,TASA 417,Tradicional,14.0,2,10.97,18.0,2018,2018-II
134114,PISCO NORTE,TASA 414,Estanca,44.0,4,13.27,20.84,2018,2018-II
134115,PISCO NORTE,TASA 416,Tradicional,4.0,1,7.28,21.92,2018,2018-II
134116,PISCO NORTE,TASA 418,Tradicional,3.0,1,7.8,16.86,2018,2018-II
134117,PISCO NORTE,TASA 412,Tradicional,40.0,4,14.42,20.45,2018,2018-II
134118,PISCO NORTE,TASA 413,Tradicional,7.0,1,8.92,19.43,2018,2018-II
134119,PISCO NORTE,TASA 420,Tradicional,13.0,2,8.6,21.25,2018,2018-II
134120,CALLAO,TASA 21,Estanca,75.0,2,15.62,31.54,2018,2018-II
134132,CALLAO,TASA 32,Tradicional,61.0,3,14.25,22.61,2018,2018-II
134142,CALLAO,TASA 424,Tradicional,62.0,3,21.5,29.93,2018,2018-II
134146,MALABRIGO,TASA 419,Frio,52.0,3,18.28,17.23,2018,2018-II
134151,MALABRIGO,TASA 55,Frio,54.0,5,27.88,19.45,2018,2018-II
134162,SAMANCO,TASA 43,Frio,77.0,5,26.13,20.74,2018,2018-II
134179,MALABRIGO,TASA 58,Frio,64.0,6,30.43,18.87,2018,2018-II
134184,MALABRIGO,TASA 427,Frio,34.0,4,16.48,16.75,2018,2018-II
134185,MALABRIGO,TASA 51,Frio,42.0,4,18.62,23.21,2018,2018-II
134186,MALABRIGO,TASA 71,Frio,40.0,3,19.15,24.69,2018,2018-II
134187,MALABRIGO,TASA 53,Frio,35.0,5,42.8,29.12,2018,2018-II
134188,MALABRIGO,TASA 41,Frio,51.0,7,38.15,28.13,2018,2018-II
134189,MALABRIGO,TASA 52,Frio,29.0,5,35.15,24.29,2018,2018-II
134190,MALABRIGO,TASA 42,Frio,33.0,3,23.05,15.54,2018,2018-II
134194,VEGUETA,TASA 34,Estanca,10.0,1,13.1,23.42,2018,2018-II
134195,CALLAO,TASA 111,Tradicional,94.0,2,19.38,27.86,2018,2018-II
134200,CALLAO,TASA 210,Tradicional,88.0,3,15.65,23.42,2018,2018-II
134213,CALLAO,TASA 36,Estanca,68.0,3,16.97,30.26,2018,2018-II
134214,SUPE,TASA 44,Frio,73.0,3,18.77,17.57,2018,2018-II
134217,CALLAO,TASA 37,Estanca,88.0,2,13.42,28.53,2018,2018-II
134218,CALLAO,TASA 426,Tradicional,73.0,4,16.1,26.35,2018,2018-II
134221,SUPE,TASA 220,Tradicional,64.0,1,10.92,15.82,2018,2018-II
134227,CALLAO,TASA 38,Tradicional,38.0,1,11.6,19.35,2018,2018-II
134228,CALLAO,TASA 17,Tradicional,87.0,2,21.02,31.03,2018,2018-II
134230,CALLAO,TASA 31,Tradicional,52.0,4,20.27,31.14,2018,2018-II
134232,MALABRIGO,TASA 57,Frio,17.0,2,9.17,15.01,2018,2018-II
134238,PISCO NORTE,TASA 416,Tradicional,24.0,3,12.32,20.98,2018,2018-II
134239,PISCO NORTE,TASA 418,Tradicional,27.0,2,11.85,19.19,2018,2018-II
134242,PISCO NORTE,TASA 413,Tradicional,10.0,1,7.22,21.7,2018,2018-II
134243,VEGUETA,TASA 21,Estanca,70.0,2,17.5,34.95,2018,2018-II
134247,SAMANCO,TASA 425,Frio,75.0,2,18.83,16.54,2018,2018-II
134248,VEGUETA,TASA 411,Tradicional,15.0,2,14.28,29.22,2018,2018-II
134249,SAMANCO,TASA 415,Estanca,82.0,3,11.23,18.92,2018,2018-II
134250,MALABRIGO,TASA 419,Frio,43.0,3,41.42,26.79,2018,2018-II
134257,CALLAO,TASA 315,Tradicional,38.0,2,12.42,25.28,2018,2018-II
134267,SUPE,TASA 314,Tradicional,58.0,2,20.27,31.21,2018,2018-II
134270,PISCO NORTE,TASA 412,Tradicional,34.0,3,11.18,18.08,2018,2018-II
134271,SUPE,TASA 23,Estanca,40.0,1,15.25,25.32,2018,2018-II
134302,CHIMBOTE,TASA 415,Estanca,73.0,1,8.97,22.96,2018,2018-II
134330,SUPE,TASA 55,Frio,78.0,3,35.53,16.36,2018,2018-II
134333,MALABRIGO,TASA 54,Frio,20.0,4,13.4,19.39,2018,2018-II
134335,VEGUETA,TASA 22,Estanca,26.0,2,17.98,28.74,2018,2018-II
134336,VEGUETA,TASA 218,Estanca,42.0,1,10.72,19.18,2018,2018-II
134337,CALLAO,TASA 45,Frio,74.0,2,18.73,17.58,2018,2018-II
134338,CALLAO,TASA 220,Tradicional,72.0,3,10.07,24.25,2018,2018-II
134339,SUPE,TASA 32,Tradicional,28.0,1,14.25,19.64,2018,2018-II
134346,SUPE,TASA 34,Estanca,20.0,1,7.57,15.18,2018,2018-II
134347,SUPE,TASA 35,Estanca,23.0,1,17.3,35.92,2018,2018-II
134349,CALLAO,TASA 420,Tradicional,12.0,1,7.15,20.68,2018,2018-II
134351,SAMANCO,TASA 412,Tradicional,77.0,3,15.4,23.22,2018,2018-II
134352,CALLAO,TASA 57,Frio,82.0,5,36.57,16.39,2018,2018-II
134359,PISCO SUR,TASA 416,Tradicional,58.0,5,17.85,24.12,2018,2018-II
134360,PISCO NORTE,TASA 418,Tradicional,43.0,3,13.05,17.78,2018,2018-II
134361,VEGUETA,TASA 427,Frio,77.0,6,36.02,22.59,2018,2018-II
134362,PISCO SUR,TASA 417,Tradicional,63.0,4,12.32,19.1,2018,2018-II
134368,CALLAO,TASA 38,Tradicional,44.0,3,13.75,22.57,2018,2018-II
134369,VEGUETA,TASA 411,Tradicional,39.0,2,11.63,20.83,2018,2018-II
134370,PISCO SUR,TASA 414,Estanca,89.0,3,11.98,18.13,2018,2018-II
134371,CALLAO,TASA 315,Tradicional,45.0,2,8.02,20.92,2018,2018-II
134373,CALLAO,TASA 310,Tradicional,78.0,2,12.6,20.99,2018,2018-II
134376,CALLAO,TASA 36,Estanca,89.0,1,6.75,20.12,2018,2018-II
134379,CALLAO,TASA 426,Tradicional,59.0,4,13.4,25.38,2018,2018-II
134385,CALLAO,TASA 424,Tradicional,68.0,3,14.08,23.46,2018,2018-II
134387,CALLAO,TASA 31,Tradicional,50.0,3,8.38,24.25,2018,2018-II
134388,MALABRIGO,TASA 51,Frio,19.0,2,10.82,22.82,2018,2018-II
134394,CALLAO,TASA 210,Tradicional,79.0,2,9.62,19.32,2018,2018-II
134395,CALLAO,TASA 37,Estanca,61.0,3,15.53,24.17,2018,2018-II
134399,MALABRIGO,TASA 71,Frio,12.0,2,10.33,20.13,2018,2018-II
134400,CHIMBOTE,TASA 44,Frio,66.0,3,28.65,20.67,2018,2018-II
134409,VEGUETA,TASA 56,Frio,68.0,2,10.37,17.37,2018,2018-II
134426,CALLAO,TASA 58,Frio,77.0,2,15.7,18.23,2018,2018-II
134428,VEGUETA,TASA 420,Tradicional,98.0,2,14.13,25.63,2018,2018-II
134434,VEGUETA,TASA 218,Estanca,68.0,2,14.13,22.99,2018,2018-II
134441,SUPE,TASA 411,Tradicional,42.0,2,11.25,23.92,2018,2018-II
134477,CALLAO,TASA 43,Frio,83.0,2,18.18,19.15,2018,2018-II
134478,CALLAO,TASA 59,Frio,77.0,3,16.98,18.36,2018,2018-II
134481,VEGUETA,TASA 425,Frio,79.0,2,17.37,22.81,2018,2018-II
134484,VEGUETA,TASA 22,Estanca,22.0,3,12.18,20.83,2018,2018-II
134495,MALABRIGO,TASA 51,Frio,42.0,5,16.12,19.1,2018,2018-II
134496,MALABRIGO,TASA 52,Frio,29.0,6,27.28,15.49,2018,2018-II
134503,VEGUETA,TASA 32,Tradicional,30.0,3,12.25,19.36,2018,2018-II
134508,VEGUETA,TASA 21,Estanca,16.0,2,9.92,22.22,2018,2018-II
134509,VEGUETA,TASA 413,Tradicional,14.0,1,6.68,17.6,2018,2018-II
134512,PISCO SUR,TASA 45,Frio,76.0,2,26.0,21.7,2018,2018-II
134513,VEGUETA,TASA 23,Estanca,5.0,1,6.45,16.55,2018,2018-II
134524,MALABRIGO,TASA 41,Frio,26.0,4,27.82,18.68,2018,2018-II
134525,MALABRIGO,TASA 419,Frio,37.0,3,25.68,17.14,2018,2018-II
134526,MALABRIGO,TASA 53,Frio,37.0,4,26.98,20.46,2018,2018-II
134527,MALABRIGO,TASA 42,Frio,45.0,4,17.25,23.33,2018,2018-II
134531,VEGUETA,TASA 35,Estanca,63.0,4,12.77,24.02,2018,2018-II
134547,MALABRIGO,TASA 71,Frio,37.0,5,16.1,22.33,2018,2018-II
134559,CALLAO,TASA 314,Tradicional,96.0,1,18.72,30.32,2018,2018-II
134560,SUPE,TASA 426,Tradicional,46.0,1,10.3,18.5,2018,2018-II
134561,VEGUETA,TASA 36,Estanca,73.0,2,9.92,26.2,2018,2018-II
134562,CALLAO,TASA 315,Tradicional,94.0,2,22.15,41.95,2018,2018-II
134563,VEGUETA,TASA 37,Estanca,36.0,2,11.03,24.85,2018,2018-II
134571,CALLAO,TASA 424,Tradicional,72.0,2,20.05,28.79,2018,2018-II
134573,CALLAO,TASA 21,Estanca,93.0,1,15.57,27.03,2018,2018-II
134574,CHIMBOTE,TASA 413,Tradicional,95.0,3,14.6,19.88,2018,2018-II
134579,CALLAO,TASA 56,Frio,73.0,2,13.33,19.83,2018,2018-II
134580,CALLAO,TASA 23,Estanca,91.0,2,21.92,28.04,2018,2018-II
134590,CALLAO,TASA 22,Estanca,91.0,3,24.98,36.45,2018,2018-II
134591,CALLAO,TASA 34,Estanca,89.0,1,20.63,29.58,2018,2018-II
134592,CALLAO,TASA 32,Tradicional,81.0,3,16.45,25.55,2018,2018-II
134593,CALLAO,TASA 411,Tradicional,80.0,3,19.55,35.5,2018,2018-II
134596,CHIMBOTE,TASA 218,Estanca,91.0,3,19.32,36.31,2018,2018-II
134599,MALABRIGO,TASA 427,Frio,76.0,3,21.45,23.32,2018,2018-II
134606,MALABRIGO,TASA 425,Frio,76.0,2,20.72,20.55,2018,2018-II
134607,PISCO SUR,TASA 417,Tradicional,75.0,3,9.25,21.25,2018,2018-II
134608,PISCO SUR,TASA 414,Estanca,85.0,3,12.52,20.18,2018,2018-II
134609,PISCO SUR,TASA 416,Tradicional,89.0,3,10.63,19.2,2018,2018-II
134610,PISCO SUR,TASA 418,Tradicional,66.0,5,16.72,23.15,2018,2018-II
134611,PISCO SUR,TASA 59,Frio,71.0,2,22.13,21.39,2018,2018-II
134616,CHIMBOTE,TASA 55,Frio,69.0,1,14.25,22.31,2018,2018-II
134617,VEGUETA,TASA 420,Tradicional,63.0,1,7.43,22.84,2018,2018-II
134622,CALLAO,TASA 415,Estanca,77.0,4,16.63,25.13,2018,2018-II
134623,MALABRIGO,TASA 44,Frio,77.0,2,19.92,20.39,2018,2018-II
136606,CHIMBOTE,TASA 419,Frio,76.0,5,24.87,17.04,2018,2018-II
136635,VEGUETA,TASA 71,Frio,62.0,5,24.45,17.32,2018,2018-II
136655,CHIMBOTE,TASA 45,Frio,72.0,4,19.63,15.14,2018,2018-II
136668,CHIMBOTE,TASA 54,Frio,37.0,5,18.38,20.1,2018,2018-II
136683,VEGUETA,TASA 43,Frio,76.0,2,14.83,17.31,2018,2018-II
136685,CHIMBOTE,TASA 61,Frio,40.0,3,15.02,14.79,2018,2018-II
136686,CHIMBOTE,TASA 55,Frio,71.0,3,12.42,20.61,2018,2018-II
136687,CALLAO,TASA 42,Frio,77.0,2,15.32,16.12,2018,2018-II
136689,CHIMBOTE,TASA 44,Frio,43.0,2,13.92,15.1,2018,2018-II
136690,CHIMBOTE,TASA 56,Frio,45.0,2,9.38,16.48,2018,2018-II
136691,VEGUETA,TASA 51,Frio,51.0,3,13.0,19.91,2018,2018-II
136692,VEGUETA,TASA 57,Frio,56.0,4,16.92,16.83,2018,2018-II
136697,VEGUETA,TASA 53,Frio,83.0,4,29.93,20.59,2018,2018-II
136707,CALLAO,TASA 41,Frio,72.0,4,21.45,21.48,2018,2018-II
136736,MATARANI,TASA 36,Estanca,5.0,1,6.87,14.86,2018,2018-II
136737,MATARANI,TASA 35,Estanca,46.0,4,21.8,37.43,2018,2018-II
136739,MATARANI,TASA 38,Tradicional,47.0,3,15.18,24.99,2018,2018-II
136740,MATARANI,TASA 310,Tradicional,85.0,3,15.48,26.19,2018,2018-II
136742,MATARANI,TASA 21,Estanca,54.0,2,17.65,26.96,2018,2018-II
136743,CHIMBOTE,TASA 56,Frio,88.0,4,11.73,16.93,2018,2018-II
136744,VEGUETA,TASA 55,Frio,51.0,4,15.43,16.38,2018,2018-II
136747,MATARANI,TASA 416,Tradicional,21.0,4,12.93,19.79,2018,2018-II
136748,CALLAO,TASA 419,Frio,41.0,3,22.15,21.67,2018,2018-II
136750,VEGUETA,TASA 61,Frio,46.0,5,19.83,20.07,2018,2018-II
136799,PISCO SUR,TASA 57,Frio,35.0,4,11.77,14.63,2018,2018-II
136804,PISCO SUR,TASA 61,Frio,44.0,3,9.0,17.96,2018,2018-II
136821,PISCO SUR,TASA 419,Frio,18.0,1,9.32,18.02,2018,2018-II
137260,ATICO,TASA 34,Estanca,15.0,4,14.53,14.48,2018,2018-II
137261,ATICO,TASA 36,Estanca,20.0,1,7.57,14.2,2018,2018-II
137262,ATICO,TASA 35,Estanca,19.0,1,8.4,13.66,2018,2018-II
137263,ATICO,TASA 218,Estanca,27.0,1,12.8,15.29,2018,2018-II
137264,ATICO,TASA 38,Tradicional,21.0,2,9.98,14.35,2018,2018-II
137265,MATARANI,TASA 420,Tradicional,18.0,2,9.4,19.23,2018,2018-II
137266,ATICO,TASA 17,Tradicional,38.0,3,14.38,14.15,2018,2018-II
137267,ATICO,TASA 23,Estanca,10.0,2,9.58,14.86,2018,2018-II
137268,MATARANI,TASA 414,Estanca,7.0,2,11.45,15.51,2018,2018-II
137269,ATICO,TASA 314,Tradicional,14.0,2,9.77,14.16,2018,2018-II
137270,ATICO,TASA 310,Tradicional,38.0,1,9.45,14.16,2018,2018-II
137271,MATARANI,TASA 415,Estanca,8.0,2,12.78,17.74,2018,2018-II
137272,ATICO,TASA 424,Tradicional,7.0,2,9.05,13.86,2018,2018-II
137273,MATARANI,TASA 21,Estanca,11.0,1,7.23,20.83,2018,2018-II
137274,MATARANI,TASA 416,Tradicional,10.0,2,9.38,18.62,2018,2018-II
137300,MATARANI,TASA 36,Estanca,2.0,1,7.0,20.5,2018,2018-II
137301,MATARANI,TASA 38,Tradicional,5.0,2,9.92,17.52,2018,2018-II
137303,MATARANI,TASA 424,Tradicional,1.0,1,7.83,22.23,2018,2018-II
137304,MATARANI,TASA 314,Tradicional,9.0,2,9.62,17.89,2018,2018-II
137305,MATARANI,TASA 310,Tradicional,6.0,1,4.55,21.49,2018,2018-II
137306,MATARANI,TASA 218,Estanca,4.0,2,12.85,23.03,2018,2018-II
137307,MATARANI,TASA 17,Tradicional,7.0,1,9.22,16.93,2018,2018-II
137308,MATARANI,TASA 34,Estanca,6.0,1,8.87,22.76,2018,2018-II
137309,MATARANI,TASA 21,Estanca,10.0,2,9.2,18.83,2018,2018-II
137310,MATARANI,TASA 415,Estanca,3.0,1,7.57,21.31,2018,2018-II
137311,MATARANI,TASA 35,Estanca,8.0,2,5.62,19.94,2018,2018-II
137319,MATARANI,TASA 34,Estanca,3.0,1,13.42,23.51,2018,2018-II
137333,MATARANI,TASA 21,Estanca,5.0,1,5.32,18.75,2018,2018-II
150403,CHIMBOTE,TASA 51,Frio,18.0,2,20.0,20.2,2019,2019-II
150363,CHIMBOTE,TASA 56,Frio,26.0,3,16.0,20.3,2019,2019-II
150425,CHIMBOTE,SAN JUAN,Tradicional,54.0,2,16.0,22.4,2019,2019-II
150409,CHIMBOTE,CRISTO TE AMA YE,Tradicional,80.0,2,14.0,22.9,2019,2019-II
150374,CHIMBOTE,TASA 52,Frio,23.0,4,16.0,19.4,2019,2019-II
150402,CHIMBOTE,TASA 44,Frio,25.0,2,13.0,18.9,2019,2019-II
150385,CHIMBOTE,TASA 43,Frio,56.00000000000001,4,14.0,21.1,2019,2019-II
150378,CHIMBOTE,TASA 425,Frio,56.99999999999999,3,11.0,20.7,2019,2019-II
150390,CHIMBOTE,TASA 31,Tradicional,11.0,1,12.0,23.0,2019,2019-II
150379,CHIMBOTE,TASA 34,Tradicional,48.0,3,12.0,22.5,2019,2019-II
150382,CHIMBOTE,TASA 314,Tradicional,24.0,2,12.0,22.3,2019,2019-II
150396,CHIMBOTE,TASA 35,Tradicional,27.0,2,10.0,25.3,2019,2019-II
150401,CHIMBOTE,TASA 23,Tradicional,43.0,1,10.0,27.1,2019,2019-II
150475,CHIMBOTE,JESUS ES LUZ Y VIDA 2,Tradicional,103.0,1,13.0,20.0,2019,2019-II
150570,CHIMBOTE,SAN JUAN,Tradicional,36.0,1,13.0,22.1,2019,2019-II
150472,CHIMBOTE,VICTOR III,Tradicional,117.0,2,13.0,20.4,2019,2019-II
150442,CHIMBOTE,TASA 51,Frio,50.0,2,13.0,22.6,2019,2019-II
150407,CHIMBOTE,TASA 59,Frio,15.0,3,28.0,16.3,2019,2019-II
150391,CHIMBOTE,TASA 61,Frio,55.00000000000001,3,11.0,16.3,2019,2019-II
150428,CHIMBOTE,TASA 35,Tradicional,39.0,2,12.0,25.7,2019,2019-II
150465,CHIMBOTE,ROSA MARIA MS 1,Tradicional,150.0,1,11.0,20.2,2019,2019-II
150377,CHIMBOTE,TASA 419,Frio,45.0,5,39.0,18.6,2019,2019-II
150408,CHIMBOTE,PALMAR-2,Tradicional,52.0,2,19.0,25.1,2019,2019-II
150450,CHIMBOTE,HUACHO 9,Tradicional,42.0,2,16.0,26.6,2019,2019-II
150462,CHIMBOTE,MI JUAN,Tradicional,98.0,1,10.0,20.1,2019,2019-II
150434,CHIMBOTE,TASA 56,Frio,27.0,3,11.0,19.8,2019,2019-II
150463,CHIMBOTE,ROSA MARIA MS 4,Tradicional,97.0,1,9.0,21.8,2019,2019-II
150441,CHIMBOTE,TASA 54,Frio,33.0,3,10.0,21.4,2019,2019-II
150444,CHIMBOTE,MACABI 5,Tradicional,47.0,2,13.0,21.7,2019,2019-II
150445,CHIMBOTE,MACABI 10,Tradicional,93.0,2,12.0,26.7,2019,2019-II
150448,CHIMBOTE,MODESTO 6,Tradicional,98.0,2,11.0,22.8,2019,2019-II
150447,CHIMBOTE,MODESTO 3,Tradicional,93.0,2,10.0,21.3,2019,2019-II
150410,CHIMBOTE,MODESTO,Tradicional,67.0,1,10.0,24.7,2019,2019-II
150468,CHIMBOTE,DON ALFONSO,Tradicional,86.0,1,8.0,21.6,2019,2019-II
150550,CHIMBOTE,HUACHO 9,Tradicional,7.000000000000001,1,19.0,30.5,2019,2019-II
150544,CHIMBOTE,MI JUAN,Tradicional,94.0,1,17.0,24.7,2019,2019-II
150536,CHIMBOTE,MILAGRO DE MI MADRE,Tradicional,86.0,1,16.0,24.1,2019,2019-II
150540,CHIMBOTE,MODESTO 6,Tradicional,54.0,1,18.0,28.3,2019,2019-II
150566,CHIMBOTE,MI JOSE LUIS N 2,Tradicional,100.0,1,17.0,25.3,2019,2019-II
150449,CHIMBOTE,RIMAC,Tradicional,33.0,1,18.0,26.5,2019,2019-II
150530,CHIMBOTE,ROSA MARIA MS 4,Tradicional,40.0,1,21.0,26.4,2019,2019-II
150532,CHIMBOTE,ROSA MARIA MS 1,Tradicional,70.0,1,20.0,27.8,2019,2019-II
150541,CHIMBOTE,BENDICION DEL SEÑOR,Tradicional,23.0,1,21.0,28.2,2019,2019-II
150464,CHIMBOTE,CARLOS Y EDUARDO,Tradicional,46.0,1,20.0,31.3,2019,2019-II
150537,CHIMBOTE,NARCISA DE JESUS,Tradicional,20.0,1,20.0,27.7,2019,2019-II
150542,CHIMBOTE,VIRGEN DE LAS MERCEDES,Tradicional,20.0,2,22.0,27.8,2019,2019-II
